ID,Fecha_Ocurrencia,Codigo_Accidente,Direccion,Barrio,Vehiculos_Involucrados,Heridos,Accidente _con,Heridos _SI/NO ,Muertes,Clase_Accidente
347,2/18/2022 0:00,A001371890,KILOMETRO 22+880     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,3,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
348,2/18/2022 0:00,A001371891,CARRERA 23 CALLE 17   MANCERA,MANCERA,2,1,HERIDOS,1,NO APLICA,CHOQUE
349,2/20/2022 0:00,A001371893,CARRERA 17 # 21 - 49,No registra,1,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
350,2/19/2022 0:00,A001371894,KILOMETRO 20+200      PUERTO CANECAS,No registra,1,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
351,2/19/2022 0:00,A001371892,CARRERA 14 # 19 - 13 SAN CRISTOBAL,SAN CRISTOBAL,2,1,HERIDOS,1,NO APLICA,CHOQUE
352,2/21/2022 0:00,A001371895,CALLE 11 CARRERA 26,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
353,2/21/2022 0:00,A001371896,CALLE 16 # 47 - 3 COLINAS,COLINAS,2,4,HERIDOS,1,NO APLICA,CHOQUE
354,2/22/2022 0:00,A001371897,CALLE 25 # 20 - 3 GUARATARA,GUARATARA,1,3,HERIDOS,1,NO APLICA,ATROPELLO
355,2/22/2022 0:00,A001371898,CARRERA 14 # 18 - 29 SAN CRISTOBAL,SAN CRISTOBAL,2,2,HERIDOS,1,NO APLICA,CHOQUE
356,2/26/2022 0:00,A001371900,CARRERA 30 # 22A - 20 LA ORQUIDEA REAL,LA ORQUIDEA REAL,2,2,HERIDOS,1,NO APLICA,CHOQUE
357,2/23/2022 0:00,A001371899,CARRERA 45B # 16,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
358,2/27/2022 0:00,A001371902,DIAGONAL 15 # 32 - 20 VILLA CASTILLA,VILLA CASTILLA,2,1,HERIDOS,1,NO APLICA,CHOQUE
359,2/27/2022 0:00,A001371903,AVENIDA 23 # 27 - 33,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
360,2/4/2022 0:00,C001437205,KILOMETRO 53+500     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,1,NO APLICA,CHOQUE
361,2/27/2022 0:00,A001371905,CALLE 14 # 17 58   CENTRO,CENTRO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
362,3/2/2022 0:00,A001371904,CARRERA 25 CALLE  23,No registra,3,1,HERIDOS,1,NO APLICA,CHOQUE
363,3/8/2022 0:00,A001371907,KILOMETRO 1+700 MTS     BAQUEROS CLUB-CHICHIMENE LOMA DE TIGRE,BAQUEROS CLUB-CHICHIMENE,1,0,DA�OS MATERIALES ,0,NO APLICA,OTRO
364,3/7/2022 0:00,A001371906,KILOMETRO 9+200 MTS     BAQUEROS CLUB-CHICHIMENE,BAQUEROS CLUB-CHICHIMENE,1,0,MUERTOS,0,1,CHOQUE
365,3/8/2022 0:00,A001371908,CALLE 13 CARRERA  16   CENTRO,CENTRO,2,1,HERIDOS,1,NO APLICA,CHOQUE
366,3/16/2022 0:00,A001371912,AVENIDA 23 FRENTE ALA MANGA DE COLEO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
367,3/16/2022 0:00,A001371911,AVENIDA 25 # 25 39   SIN INFORMACIÓN DEL BARRIO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
368,3/14/2022 0:00,A001371910,KILOMETRO 23 MTS SECTOR CAÑO HONDO    VÍA ACACÍAS-DINAMARCA,VÍA ACACÍAS-DINAMARCA,2,1,HERIDOS,1,NO APLICA,CHOQUE
369,3/13/2022 0:00,A001371909,AVENIDA 23 CALLE 9   COOPERATIVO,COOPERATIVO,2,1,HERIDOS,1,NO APLICA,CHOQUE
370,3/18/2022 0:00,A001371901,CARRERA 23 # 13 31   SAN JOSÉ,SAN JOSE,4,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
371,3/24/2022 0:00,A001371905,CALLE 15 CARRERA  13   JUAN MELLAO,JUAN MELLAO,1,0,DA�OS MATERIALES ,0,NO APLICA,OTRO
372,3/22/2022 0:00,A001371913,CARRERA 14 # 4 99   MALECÓN TURISTICO,MALECÓN TURISTICO,2,1,HERIDOS,1,NO APLICA,CHOQUE
373,3/26/2022 0:00,A001371915,CARRERA 23 # 14 7   SIN INFORMACIÓN DEL BARRIO,No registra,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
374,3/28/2022 0:00,A001371916,CALLE 18 CARRERA  6   POPULAR,POPULAR,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
375,3/25/2022 0:00,A001371914,CARRERA 23 # 17 13  MANCERA,MANCERA,2,2,HERIDOS,1,NO APLICA,CHOQUE
376,3/30/2022 0:00,A001371917,KILOMETRO 26+300 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
377,3/30/2022 0:00,A001371918,CARRERA 31 CALLE 16C    BACHUE,BACHUE,2,3,HERIDOS,1,NO APLICA,CHOQUE
378,3/10/2022 0:00,C-001437245,KILOMETRO 48+350 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,1,2,HERIDOS,1,NO APLICA,ATROPELLO
379,3/30/2022 0:00,C-00143724,KILOMETRO 47+100 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
380,4/2/2022 0:00,A001371919,AVENIDA 23 # 27 4   DON BOSCO,DON BOSCO,2,1,HERIDOS,1,NO APLICA,CHOQUE
381,4/3/2022 0:00,A001371921,CARRERA 23 CALLE 19   SIN INFORMACIÓN DEL BARRIO,No registra,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
382,4/3/2022 0:00,A001371920,KILOMETRO 2 ACACIAS /VEREDA CENTRO     EL CENTRO,No registra,1,0,MUERTOS,0,1,CHOQUE
383,4/7/2022 0:00,A001371922,KILOMETRO 1+200 MTS VIA RESGUARDO     EL RESGUARDO,No registra,1,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
384,4/9/2022 0:00,A001371923,CARRERA 23 FRENTE AL COMPLEJO GANADERO,No registra,2,3,HERIDOS,1,NO APLICA,CHOQUE
385,4/13/2022 0:00,A001456778,DIAGONAL 15 CARRERA  27A 33  SAN JOSÉ,SAN JOSE,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
386,4/14/2022 0:00,A001456779,CALLE 11 #32 67   SIN INFORMACIÓN DEL BARRIO,No registra,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
387,4/15/2022 0:00,A001456780,CARRERA 18 # 6 18  SIN INFORMACIÓN DEL BARRIO,No registra,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
388,4/9/2022 0:00,A001371925,CALLE 13 CARRERA  18   CENTRO,CENTRO,1,0,DA�OS MATERIALES ,0,NO APLICA,VOLCAMIENTO
389,4/9/2022 0:00,A001371924,CARRERA 23 CALLE  17 DIAGONAL 15  SIN INFORMACIÓN DEL BARRIO,No registra,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
390,4/10/2022 0:00,A001371926,CALLE 15 CARRERA  18   CENTRO,CENTRO,1,2,HERIDOS,1,NO APLICA,ATROPELLO
391,4/10/2022 0:00,A001371927,CALLE 13 CARRERA  16   CENTRO,CENTRO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
392,4/12/2022 0:00,A001456777,CARRERA 33 CALLE  16D   BACHUE,BACHUE,1,1,HERIDOS,1,NO APLICA,ATROPELLO
393,4/17/2022 0:00,A001456783,CARRERA 22 CALLE  15   COOPERATIVO,COOPERATIVO,1,1,HERIDOS,1,NO APLICA,ATROPELLO
394,4/16/2022 0:00,A001456781,AVENIDA 23 CALLE  27   SIN INFORMACIÓN DEL BARRIO,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
395,4/20/2022 0:00,A001456784,CALLE 13 CARRERA  26   SAN JOSÉ,SAN JOSE,2,1,HERIDOS,1,NO APLICA,CHOQUE
396,4/27/2022 0:00,A001456786,CALLE 15 # 16 7  CENTRO,CENTRO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
397,4/25/2022 0:00,A001456785,CARRERA 23 CALLE  15   SAN JOSÉ,SAN JOSE,2,2,HERIDOS,1,NO APLICA,CHOQUE
398,4/30/2022 0:00,A001456789,CALLE 14 # 29 34  BACHUE,BACHUE,1,1,HERIDOS,1,NO APLICA,OTRO
399,4/5/2022 0:00,C-001441380,KILOMETRO 46+200 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,3,1,HERIDOS,1,NO APLICA,CHOQUE
400,4/16/2022 0:00,C-001441393,KILOMETRO 46+300 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,4,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
401,4/29/2022 0:00,C-001441405,KILOMETRO 46+400 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,2,HERIDOS,1,NO APLICA,CHOQUE
402,5/2/2022 0:00,A001456738,CARRERA 18 # 8A - 21 SANTA ISABEL,SANTA ISABEL,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
403,5/1/2022 0:00,A001456787,CALLE 12 # 34A - 26 SAMAN,SAMAN,1,1,HERIDOS,1,NO APLICA,ATROPELLO
404,5/5/2022 0:00,A001456790,CALLE 18 INTERSECCIÓN 20,No registra,2,1,HERIDOS,1,NO APLICA,ATROPELLO
405,5/7/2022 0:00,A001456791,DIAGONAL 5  17 - 7 PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,1,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
406,5/8/2022 0:00,A001456792,CALLE 16 INTERSECCIÓN 33   BACHUE,BACHUE,2,4,HERIDOS,1,NO APLICA,CHOQUE
407,5/13/2022 0:00,A001456793,CARRERA 23 # 11 - 9 DORADO BAJO,DORADO BAJO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
408,5/14/2022 0:00,A001456794,CALLE 11 # 17 - 57,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
409,5/16/2022 0:00,A001456795,KILOMETRO 8+400 COLEGIO JUAN ROZO     EL RESGUARDO,No registra,2,0,HERIDOS,1,NO APLICA,CHOQUE
410,5/21/2022 0:00,A001456796,CALLE 19 # 25 - 72 SAN JOSÉ,SAN JOSE,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
411,5/23/2022 0:00,A001456797,CARRERA 33 INTERSECCIÓN 16C,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
412,5/25/2022 0:00,A001456798,CALLE 17 CARRERA 19   MANCERA,MANCERA,2,1,HERIDOS,1,NO APLICA,CHOQUE
413,5/26/2022 0:00,A001456799,CARRERA 23 CALLE 5 - 129 PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,2,1,HERIDOS,1,NO APLICA,CHOQUE
414,5/28/2022 0:00,A001456782,CALLE 18 CARRERA 19,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
415,5/31/2022 0:00,A001456803,CARRERA 23 CALLE 11   SAN JOSÉ,SAN JOSE,2,1,HERIDOS,1,NO APLICA,CHOQUE
416,5/30/2022 0:00,A001456801,DIAGONAL 15 # 27A - 45 SAN JOSÉ,SAN JOSE,2,2,HERIDOS,1,NO APLICA,CHOQUE
417,5/29/2022 0:00,A001456800,AVENIDA 23 INTERSECCIÓN 25   LA TIZA,LA TIZA,2,0,HERIDOS,1,NO APLICA,CHOQUE
418,5/13/2022 0:00,C-001441416,KILOMETRO 55+200     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,3,1,HERIDOS,1,NO APLICA,CHOQUE
419,6/1/2022 0:00,A001456802,CALLE 13 # 23 2  SIN INFORMACIÓN DEL BARRIO,No registra,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
420,6/4/2022 0:00,A001456804,CARRERA 23 DIAGONAL  15   SAN JOSÉ,SAN JOSE,2,1,HERIDOS,1,NO APLICA,CHOQUE
421,6/6/2022 0:00,A001456805,KILOMETRO 19+200 MTS VIA ACACIAS SANTA ROSA     SANTA ROSA,No registra,2,3,HERIDOS,1,NO APLICA,CHOQUE
422,6/8/2022 0:00,A001456806,CARRERA 23 CALLE  18   SIN INFORMACIÓN DEL BARRIO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
423,6/22/2022 0:00,A001456808,CARRERA 47 CALLE  17   COLINAS,COLINAS,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
424,6/19/2022 0:00,A001456807,CARRERA 29 CALLE  12   SIN INFORMACIÓN DEL BARRIO,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
425,6/22/2022 0:00,A001456809,CALLE 12 CARRERA 33 SAMAN  SAMAN,SAMAN,1,1,HERIDOS,1,NO APLICA,ATROPELLO
426,6/22/2022 0:00,A001456810,CARRERA 30 # 17 5 ASOCIACION DE AMIGOS ASOCIACIÓN DE AMIGOS,ASOCIACION DE AMIGOS ,1,1,HERIDOS,1,NO APLICA,ATROPELLO
427,6/24/2022 0:00,A001456811,CALLE 14 CARRERA  24   SAN JOSÉ,SAN JOSE,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
428,6/26/2022 0:00,A001456812,CARRERA 23 CALLE  5 102  SIN INFORMACIÓN DEL BARRIO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
429,6/25/2022 0:00,A001456813,CALLE 16 CARRERA  25   SIN INFORMACIÓN DEL BARRIO,No registra,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
430,6/25/2022 0:00,A001456814,MALECON TURISTICO    MALECÓN TURISTICO,MALECÓN TURISTICO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
431,6/16/2022 0:00,A001456815,CALLE 13 CARRERA  20   COOPERATIVO,COOPERATIVO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
432,6/7/2022 0:00,C-001441436,KILOMETRO 47+300 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,3,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
433,6/16/2022 0:00,C-001479120,KILOMETRO 48+000MTS   VEREDA EL CENTRO  VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,3,5,HERIDOS,1,NO APLICA,ATROPELLO
434,6/28/2022 0:00,C-001479133,VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
435,7/3/2022 0:00,A001456817,KILOMETRO 10 VÍA DINAMARCA  VEREDA   MONTELIBANO,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
436,7/3/2022 0:00,A001456816,CALLE 16 CARRERA 34   BACHUE,BACHUE,2,1,HERIDOS,1,NO APLICA,CHOQUE
437,7/5/2022 0:00,A001456818,CALLE 13 CARRERA 14   JUAN MELLAO,JUAN MELLAO,2,2,HERIDOS,1,NO APLICA,CHOQUE
438,7/8/2022 0:00,A001456820,DIAGONAL 15  26 - 142 DON BOSCO,DON BOSCO,1,2,MUERTOS,0,1,CHOQUE
439,7/8/2022 0:00,A001456821,CALLE 12 CARRERA 35   NUTIVARA,NUTIVARA,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
440,7/9/2022 0:00,A001456822,KILOMETRO 3+400 VÍA  VEREDA   EL CENTRO,No registra,2,2,MUERTOS,0,2,CHOQUE
441,7/6/2022 0:00,A001456819,CARRERA 19 CALLE 17   MANCERA,MANCERA,2,2,HERIDOS,1,NO APLICA,CHOQUE
442,7/10/2022 0:00,A001456823,CALLE 14 CARRERA 32   BACHUE,BACHUE,2,1,HERIDOS,1,NO APLICA,CHOQUE
443,7/12/2022 0:00,A001456824,DIAGONAL 15  26 - 46 PABLO VI,PABLO VI,1,1,HERIDOS,1,NO APLICA,ATROPELLO
444,7/13/2022 0:00,A001456826,CALLE 10 A  CARRERA 25 DORADO,DORADO,2,1,HERIDOS,1,NO APLICA,CHOQUE
445,7/17/2022 0:00,A001456829,AVENIDA 23   CALLE 14 SAN JOSÉ,SAN JOSE,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
446,7/17/2022 0:00,A001456830,KILOMETRO 9+200 VÍA CHICHIMENE,No registra,2,1,MUERTOS,0,1,CHOQUE
447,7/16/2022 0:00,A001456828,KILOMETRO 26+200     PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,1,2,HERIDOS,1,NO APLICA,CHOQUE
448,7/13/2022 0:00,A001456825,CALLE 14 CALLE 16   CENTRO,CENTRO,2,1,HERIDOS,1,NO APLICA,CHOQUE
449,7/16/2022 0:00,A001456827,CARRERA 23  15 - 20 DORADO,DORADO,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
450,7/25/2022 0:00,A001456831,CARRERA 36  12A - 6 INDEPENDENCIA,INDEPENDENCIA,1,0,HERIDOS,1,NO APLICA,ATROPELLO
451,7/31/2022 0:00,A001456833,CALLE 13 CARRERA 16   CENTRO,CENTRO,2,1,HERIDOS,1,NO APLICA,CHOQUE
452,7/30/2022 0:00,A001456832,CARRERA 17 CALLE 14   CENTRO,CENTRO,2,2,HERIDOS,1,NO APLICA,CHOQUE
453,7/11/2022 0:00,C001479150,KILOMETRO 46+600  GRANADA - VILLAVICENCIO  EL CENTRO,No registra,2,0,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
454,7/22/2022 0:00,C001479154,KILOMETRO 46+500 BOMBA SEUZ GRANADA - VILLAVICENCIO,No registra,2,1,DA�OS MATERIALES ,0,NO APLICA,CHOQUE
455,8/12/2022 0:00,A001456834,CARRERA 18#16-10   -  SANTA ISABEL,SANTA ISABEL,2,1,HERIDOS,1,NO APLICA,CHOQUE
456,8/13/2022 0:00,A001456835,CARRERA 23#5A-05   -  PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,2,1,HERIDOS,1,NO APLICA,CHOQUE
457,8/12/2022 0:00,A001456836,CARRERA 23#14-76   -  DORADO,DORADO,2,1,HERIDOS,1,NO APLICA,CHOQUE
458,8/13/2022 0:00,A001456838,KILOMETRO 18+700 MTS VIA A DINAMARCA  VEREDA /CAÑO HONDO   MONTELIBANO,No registra,1,1,HERIDOS,1,NO APLICA,CHOQUE
459,8/21/2022 0:00,A001456337,CARRERA 23 CALLE  19 -  MANCERA,MANCERA,2,2,HERIDOS,1,NO APLICA,CHOQUE
460,8/23/2022 0:00,A001456839,CARRERA 14 # 16 12  LAS VEGAS,LAS VEGAS,2,3,HERIDOS,1,NO APLICA,CHOQUE
461,8/27/2022 0:00,A001456840,CALLE 11 CARRERA  31A 15  LAS ACACIAS,LAS ACACIAS,1,0,MUERTOS,0,1,CHOQUE
462,8/12/2022 0:00,C-001479165,KILOMETRO 48+400 MTS   -  VÍA GRANADA-VILLAVICENCIO EL CENTRO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,1,NO APLICA,CHOQUE
463,9/5/2022 0:00,A001456841,CARRERA 29 DIAGONAL 15 -  VILLA DEL LLANO,VILLA DEL LLANO,2,1,HERIDOS,1,NO APLICA,CHOQUE
464,9/8/2022 0:00,A001456842,CALLE 15 CARRERA  15 -  CENTRO,CENTRO,2,2,HERIDOS,1,NO APLICA,CHOQUE
465,9/12/2022 0:00,A001456845,KILOMETRO 2+200 MTS   - VAQUEROS -CHICHIMENE,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
466,9/11/2022 0:00,A001456843,CALLE 11 CARRERA  26 -  DORADO,DORADO,2,2,HERIDOS,1,NO APLICA,CHOQUE
467,9/12/2022 0:00,A001456844,DIAGONAL 15 # 29 43  VILLA LUCIA,VILLA LUCIA,2,1,HERIDOS,1,NO APLICA,CHOQUE
468,9/14/2022 0:00,A001456846,DIAGONAL 15 CARRERA  21 -  COOPERATIVO,COOPERATIVO,2,2,HERIDOS,1,NO APLICA,CHOQUE
469,9/14/2022 0:00,A001456847,KILOMETRO 52 GRAN/VILLAVICENCIO  -  VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,1,NO APLICA,CHOQUE
470,9/19/2022 0:00,A001456848,CALLE 10A CARRERA  26 -  LAS ACACIAS,LAS ACACIAS,2,1,HERIDOS,1,NO APLICA,CHOQUE
471,9/22/2022 0:00,A001456849,CARRERA 23 # 25 39  VILLA LUCIA,VILLA LUCIA,2,2,HERIDOS,1,NO APLICA,CHOQUE
472,9/25/2022 0:00,A001456850,DIAGONAL 5 VIA LLANO MAR  -  LLANO MAR,LLANO MAR,1,1,HERIDOS,1,NO APLICA,CHOQUE
473,6/13/2022 0:00,C-001479189,KILOMETRO 47+610 MTS INTER VEREDA EL CENTRO    VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,MUERTOS,0,1,CHOQUE
474,9/15/2022 0:00,C-001479191,KILOMETRO 56+720 MTS    -  VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,1,2,HERIDOS,1,NO APLICA,ATROPELLO
475,10/1/2022 0:00,A001456851,CALLE 18 FRENTE ALA VILLA OLIMPICA  -,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
476,10/4/2022 0:00,A001456853,CALLE 18 # 20 46  MANCERA,MANCERA,2,1,HERIDOS,1,NO APLICA,CHOQUE
477,10/3/2022 0:00,A001456852,CALLE 18 CARRERA 7-52 -  SIN INFORMACIÓN DEL BARRIO,No registra,1,1,HERIDOS,1,NO APLICA,ATROPELLO
478,10/16/2022 0:00,A001456857,CARRERA 14 CALLE 17 -  SAN CRISTOBAL,SAN CRISTOBAL,1,2,MUERTOS,0,1,ATROPELLO
479,10/12/2022 0:00,A001456354,CALLE 12 CARRERA  38 INDEPEN II ETAPA  INDEPENDENCIA,INDEPENDENCIA,2,1,HERIDOS,1,NO APLICA,CHOQUE
480,10/16/2022 0:00,A001456856,CARRERA 31 CALLE  16C -  SIN INFORMACIÓN DEL BARRIO,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
481,10/14/2022 0:00,A001456855,CALLE 12 CARRERA 25 -  DORADO,DORADO,2,2,HERIDOS,1,NO APLICA,CHOQUE
482,10/19/2022 0:00,A001456858,CARRERA 41 AVENIDA 23 PLAZA CENTENARIA  SIN INFORMACIÓN DEL BARRIO,No registra,1,1,MUERTOS,0,1,OTRO
483,10/21/2022 0:00,A001456859,CALLE 15 CARRERA  15-48 -  CENTRO,CENTRO,2,1,HERIDOS,1,NO APLICA,CHOQUE
484,10/25/2022 0:00,A001456860,AVENIDA 23 CALLE 29B -  ASOCIACIÓN DE AMIGOS,ASOCIACION DE AMIGOS ,2,1,HERIDOS,1,NO APLICA,CHOQUE
485,10/27/2022 0:00,A001456861,CARRERA  19 CALLE 18 FRENTE ALA VILLA OLIMPICA,No registra,1,1,HERIDOS,1,NO APLICA,ATROPELLO
486,10/9/2022 0:00,C-001479207,KILOMETRO 44+500 MTS   -  VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,2,HERIDOS,1,NO APLICA,CHOQUE
487,10/9/2022 0:00,C- 001479206,KILOMETRO 44+350 MTS   OROTOY  VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,1,NO APLICA,CHOQUE
488,10/16/2022 0:00,C - 001482371,KILOMETRO 47+400 MTS   VEREDA CENTRO  VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,2,HERIDOS,1,NO APLICA,CHOQUE
489,11/7/2022 0:00,A001456863,CALLE 11 # 33-12  -  SAMAN,SAMAN,2,2,MUERTOS,0,1,CHOQUE
490,11/1/2022 0:00,A001456862,KILOMETRO 1+500 MTS   ACACIAS CHICHIMENE   ESMERALDA,No registra,1,3,HERIDOS,1,NO APLICA,CHOQUE
491,11/8/2022 0:00,A001456864,CALLE 14 CARRERA 12 -  JUAN MELLAO,JUAN MELLAO,2,2,HERIDOS,1,NO APLICA,CHOQUE
492,11/9/2022 0:00,A001456865,CALLE 13 CARRERA  27 -  SIN INFORMACIÓN DEL BARRIO,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
493,11/15/2022 0:00,A001456866,CARRERA 22 CALLE  18 -  MANCERA,MANCERA,2,1,HERIDOS,1,NO APLICA,CHOQUE
494,11/17/2022 0:00,A001456867,CARRERA 36 CALLE  11 -  INDEPENDENCIA,INDEPENDENCIA,2,1,HERIDOS,1,NO APLICA,CHOQUE
495,11/19/2022 0:00,A001456868,AVENIDA 23 # 21B-30B -  GUARATARA II,GUARATARA II,2,1,HERIDOS,1,NO APLICA,CHOQUE
496,11/19/2022 0:00,A001456869,CARRERA 31 CALLES 16C 16D  BACHUE,BACHUE,1,1,HERIDOS,1,NO APLICA,ATROPELLO
497,11/23/2022 0:00,A001456871,CALLE 16 CARRERA  29 B/BOSQUE  EL BOSQUE,EL BOSQUE,2,1,HERIDOS,1,NO APLICA,CHOQUE
498,11/22/2022 0:00,A001456870,CARRERA 39 CALLE 11 -  INDEPENDENCIA,INDEPENDENCIA,2,1,HERIDOS,1,NO APLICA,CHOQUE
499,11/24/2022 0:00,A001456872,CALLE 14 # 25 - 44  -  SIN INFORMACIÓN DEL BARRIO,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
500,11/26/2022 0:00,A001456873,CALLE 18 CARRERA 48 -  SIN INFORMACIÓN DEL BARRIO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
501,11/26/2022 0:00,A001456874,DIAGONAL 15 # 30-15 VILLA DEL SOL,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
502,11/30/2022 0:00,A001456875,CARRERA 18 # 13-85 -  CENTRO,CENTRO,1,1,HERIDOS,1,NO APLICA,ATROPELLO
503,11/25/2022 0:00,C-001482395,KILOMETRO 45+000 MTS   -  VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,1,NO APLICA,CHOQUE
504,12/2/2022 0:00,A001456876,CARRERA 31 CALLE  16F -  SIN INFORMACIÓN DEL BARRIO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
505,12/5/2022 0:00,A001456877,AVENIDA 23 CALLE  18 -  SIN INFORMACIÓN DEL BARRIO,No registra,1,2,HERIDOS,1,NO APLICA,ATROPELLO
506,12/10/2022 0:00,A001456878,CALLE 18 CRA 19 -  MANCERA,MANCERA,2,1,HERIDOS,1,NO APLICA,CHOQUE
507,12/11/2022 0:00,A001456879,CALLE 11 CARRERA  35A -  INDEPENDENCIA,INDEPENDENCIA,2,2,HERIDOS,1,NO APLICA,CHOQUE
508,12/18/2022 0:00,A001456881,CALLE 14 CARRERA  23 -  SIN INFORMACIÓN DEL BARRIO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
509,12/17/2022 0:00,A001456880,CALLE 18 CARRERA  14 -  SAN CRISTOBAL,SAN CRISTOBAL,2,1,HERIDOS,1,NO APLICA,CHOQUE
510,12/29/2022 0:00,A001456883,CALLE 11 CARRERA  24 -  DORADO,DORADO,2,1,HERIDOS,1,NO APLICA,CHOQUE
